"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1695846245500,"27/09/2023 20:24:05",1695828245500,-5,"27/09/2023 10:24:05",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2031.93,3447.236,3454.56400000075,2031.93,3447.236,3454.56400000075,1,2031.93,1422.63400000074,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT45961"
"5",1695846245500,"27/09/2023 20:24:05",1695828245500,-5,"27/09/2023 10:24:05",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",2417.848,3447.236,3454.86400000149,2417.848,3447.236,3454.86400000149,1,2417.848,1037.01600000149,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT45961"
"6",1695846248393,"27/09/2023 20:24:08",1695828248393,-5,"27/09/2023 10:24:08",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",2900.32800000075,2895.187,2900.32800000075,2900.32800000075,2895.187,2900.32800000075,1,2900.32800000075,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT45961"
"7",1695846248393,"27/09/2023 20:24:08",1695828248393,-5,"27/09/2023 10:24:08",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1348.749,2895.187,2900.72800000112,1348.749,2895.187,2900.72800000112,1,1348.749,1551.97900000112,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT45961"
"8",1695846248394,"27/09/2023 20:24:08",1695828248394,-5,"27/09/2023 10:24:08",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",1832.405,2895.187,2901.12800000149,1832.405,2895.187,2901.12800000149,1,1832.405,1068.72300000149,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT45961"
"9",1695846248394,"27/09/2023 20:24:08",1695828248394,-5,"27/09/2023 10:24:08",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2497.045,2895.187,2901.62800000149,2497.045,2895.187,2901.62800000149,1,2497.045,404.58300000149,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT45961"
"10",1695846250937,"27/09/2023 20:24:10",1695828250937,-5,"27/09/2023 10:24:10",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",2549.14100000075,2544.154,2549.14100000075,2549.14100000075,2544.154,2549.14100000075,1,2549.14100000075,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT45961"
"11",1695846250938,"27/09/2023 20:24:10",1695828250938,-5,"27/09/2023 10:24:10",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",1312.86,2544.154,2549.841,1312.86,2544.154,2549.841,1,1312.86,1236.981,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT45961"
"12",1695846250938,"27/09/2023 20:24:10",1695828250938,-5,"27/09/2023 10:24:10",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1703.495,2544.154,2550.24100000037,1703.495,2544.154,2550.24100000037,1,1703.495,846.746000000372,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT45961"
"13",1695846250939,"27/09/2023 20:24:10",1695828250939,-5,"27/09/2023 10:24:10",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2123.038,2544.154,2550.74100000037,2123.038,2544.154,2550.74100000037,1,2123.038,427.703000000372,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT45961"
"14",1695846250940,"27/09/2023 20:24:10",1695828250940,-5,"27/09/2023 10:24:10",144339,3,"questionnaire-uu2n",NA,31906742,9435418,NA,"complete","vcjznd","3STRJBFXO2QHC6YEKSU6TU9U5ZIKT9","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADKEJFIGH",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT45961"
"1",1695843552906,"27/09/2023 19:39:12",1695829152906,-4,"27/09/2023 11:39:12",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT52689"
"2",1695843559779,"27/09/2023 19:39:19",1695829159779,-4,"27/09/2023 11:39:19",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",6911.44899996424,6898.196,6911.44899996424,6911.44899996424,6898.196,6911.44899996424,1,6911.44899996424,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT52689"
"3",1695843559780,"27/09/2023 19:39:19",1695829159780,-4,"27/09/2023 11:39:19",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",3745.956,6898.196,6921.04899998808,3745.956,6898.196,6921.04899998808,1,3745.956,3175.09299998808,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT52689"
"4",1695843559781,"27/09/2023 19:39:19",1695829159781,-4,"27/09/2023 11:39:19",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",4809.709,6898.196,6921.64899995232,4809.709,6898.196,6921.64899995232,1,4809.709,2111.93999995232,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT52689"
"5",1695843559782,"27/09/2023 19:39:19",1695829159782,-4,"27/09/2023 11:39:19",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",5839.434,6898.196,6922.24899997616,5839.434,6898.196,6922.24899997616,1,5839.434,1082.81499997616,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT52689"
"6",1695843564207,"27/09/2023 19:39:24",1695829164207,-4,"27/09/2023 11:39:24",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4449.35299998808,4425.824,4449.35299998808,4449.35299998808,4425.824,4449.35299998808,1,4449.35299998808,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT52689"
"7",1695843564214,"27/09/2023 19:39:24",1695829164214,-4,"27/09/2023 11:39:24",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",1997.001,4425.824,4456.25299996424,1997.001,4425.824,4456.25299996424,1,1997.001,2459.25199996424,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT52689"
"8",1695843564215,"27/09/2023 19:39:24",1695829164215,-4,"27/09/2023 11:39:24",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2728.213,4425.824,4457.074,2728.213,4425.824,4457.074,1,2728.213,1728.861,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT52689"
"9",1695843564217,"27/09/2023 19:39:24",1695829164217,-4,"27/09/2023 11:39:24",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",3528.809,4425.824,4457.074,3528.809,4425.824,4457.074,1,3528.809,928.264999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT52689"
"10",1695843568446,"27/09/2023 19:39:28",1695829168446,-4,"27/09/2023 11:39:28",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4262.02899998808,4244.623,4262.02899998808,4262.02899998808,4244.623,4262.02899998808,1,4262.02899998808,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT52689"
"11",1695843568447,"27/09/2023 19:39:28",1695829168447,-4,"27/09/2023 11:39:28",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",1881.945,4244.623,4263.329,1881.945,4244.623,4263.329,1,1881.945,2381.384,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT52689"
"12",1695843568447,"27/09/2023 19:39:28",1695829168447,-4,"27/09/2023 11:39:28",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2728.9,4244.623,4263.829,2728.9,4244.623,4263.829,1,2728.9,1534.929,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT52689"
"13",1695843568448,"27/09/2023 19:39:28",1695829168448,-4,"27/09/2023 11:39:28",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",3498.404,4244.623,4264.72899997616,3498.404,4244.623,4264.72899997616,1,3498.404,766.324999976157,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT52689"
"14",1695843568456,"27/09/2023 19:39:28",1695829168456,-4,"27/09/2023 11:39:28",144339,3,"questionnaire-uu2n",NA,31907313,9435771,NA,"complete","pwfnga","3WI0P0II67RWILFCOM3OP2DMX5SDRG","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT52689"
"1",1695867422421,"28/09/2023 02:17:02",1695853022421,-4,"27/09/2023 18:17:02",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT15429"
"2",1695867443948,"28/09/2023 02:17:23",1695853043948,-4,"27/09/2023 18:17:23",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",21560.5589998093,21535.551,21560.5589998093,21560.5589998093,21535.551,21560.5589998093,1,21560.5589998093,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT15429"
"3",1695867443950,"28/09/2023 02:17:23",1695853043950,-4,"27/09/2023 18:17:23",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",17667.661,21535.551,21566.8,17667.661,21535.551,21566.8,1,17667.661,3899.139,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT15429"
"4",1695867443950,"28/09/2023 02:17:23",1695853043950,-4,"27/09/2023 18:17:23",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",18168.197,21535.551,21566.8,18168.197,21535.551,21566.8,1,18168.197,3398.603,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT15429"
"5",1695867443950,"28/09/2023 02:17:23",1695853043950,-4,"27/09/2023 18:17:23",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",18772.809,21535.551,21566.8,18772.809,21535.551,21566.8,1,18772.809,2793.991,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT15429"
"6",1695867448111,"28/09/2023 02:17:28",1695853048111,-4,"27/09/2023 18:17:28",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4195.50799980927,4180.934,4195.50799980927,4195.50799980927,4180.934,4195.50799980927,1,4195.50799980927,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT15429"
"7",1695867448111,"28/09/2023 02:17:28",1695853048111,-4,"27/09/2023 18:17:28",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",2401.095,4180.934,4196.10799995232,2401.095,4180.934,4196.10799995232,1,2401.095,1795.01299995232,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT15429"
"8",1695867448111,"28/09/2023 02:17:28",1695853048111,-4,"27/09/2023 18:17:28",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2904.466,4180.934,4196.50799980927,2904.466,4180.934,4196.50799980927,1,2904.466,1292.04199980927,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT15429"
"9",1695867448112,"28/09/2023 02:17:28",1695853048112,-4,"27/09/2023 18:17:28",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",3517.964,4180.934,4196.808,3517.964,4180.934,4196.808,1,3517.964,678.844000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT15429"
"10",1695867458742,"28/09/2023 02:17:38",1695853058742,-4,"27/09/2023 18:17:38",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",10646.4739999046,10623.811,10646.4739999046,10646.4739999046,10623.811,10646.4739999046,1,10646.4739999046,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT15429"
"11",1695867458745,"28/09/2023 02:17:38",1695853058745,-4,"27/09/2023 18:17:38",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1330.94,10623.811,10649.4739999046,1330.94,10623.811,10649.4739999046,1,1330.94,9318.53399990463,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT15429"
"12",1695867458746,"28/09/2023 02:17:38",1695853058746,-4,"27/09/2023 18:17:38",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",5884.002,10623.811,10649.9739999046,5884.002,10623.811,10649.9739999046,1,5884.002,4765.97199990464,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT15429"
"13",1695867458746,"28/09/2023 02:17:38",1695853058746,-4,"27/09/2023 18:17:38",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",6726.31,10623.811,10650.374,6726.31,10623.811,10650.374,1,6726.31,3924.064,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT15429"
"14",1695867458748,"28/09/2023 02:17:38",1695853058748,-4,"27/09/2023 18:17:38",144339,3,"questionnaire-uu2n",NA,31909146,9436505,NA,"complete","xndpbc","32SVAV9L3L861CRYTMBQH3206OS3AD","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT15429"
"1",1695846556624,"27/09/2023 20:29:16",1695832156624,-4,"27/09/2023 12:29:16",144339,3,"questionnaire-uu2n",NA,31909508,9436644,NA,"complete","afokxm","3I33IC7ZWL1HGUVFPMXLYTX80AV2A4","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT89542"
"2",1695846561276,"27/09/2023 20:29:21",1695832161276,-4,"27/09/2023 12:29:21",144339,3,"questionnaire-uu2n",NA,31909508,9436644,NA,"complete","afokxm","3I33IC7ZWL1HGUVFPMXLYTX80AV2A4","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",4674.09100003576,4655.861,4674.09100003576,4674.09100003576,4655.861,4674.09100003576,1,4674.09100003576,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT89542"
